Date,AAPL,ABBV,AEP,ALB,ALL,AMD,AMT,AMZN,APD,AVB,AVGO,AXP,BA,BAC,BHP,BKNG,BMY,C,CAT,CCI,CHTR,CL,CMCSA,CMS,COP,COST,CRM,CSCO,CVS,DD,DE,DHR,DIS,DLR,DUK,ECL,ED,EOG,EQIX,ETR,EXC,FCX,GE,GOOG,GS,HAL,HD,HON,INTC,JNJ,JPM,KMB,KO,LIN,LLY,LMT,LOW,MCD,MDLZ,META,MLM,MMM,MPC,MRK,MSFT,NEE,NEM,NFLX,NKE,NUE,NVDA,ORCL,OXY,PEP,PFE,PG,PLD,PM,PSA,PSX,RTX,SBUX,SLB,SO,SPG,SRE,SYY,TGT,TJX,TMO,TMUS,TSLA,TSM,UNH,UNP,UPS,USB,VLO,VZ,WELL,WFC,WMT,XEL,XOM,^SPX
2020-07-31,103.17496490478516,77.05020904541016,71.72871398925781,77.43730163574219,82.9398193359375,77.43000030517578,225.53982543945312,158.23399353027344,252.64825439453125,127.96392059326172,28.052623748779297,87.36461639404297,158.0,21.87446403503418,33.28080368041992,1638.5,47.92469024658203,41.56613540649414,120.44001007080078,134.43873596191406,580.0,68.24913024902344,37.03531265258789,54.76231384277344,31.136489868164062,299.99456787109375,192.82168579101562,40.269676208496094,53.510711669921875,48.60272979736328,164.70416259765625,176.69509887695312,115.02249145507812,133.8987579345703,68.77166748046875,176.83084106445312,63.49516677856445,36.44193649291992,712.7098999023438,43.224117279052734,22.834863662719727,12.092071533203125,29.53190803527832,73.64402770996094,174.6448974609375,13.107534408569336,234.04959106445312,134.30270385742188,42.548580169677734,125.54882049560547,84.09602355957031,126.29544067382812,40.28379821777344,227.88548278808594,141.41200256347656,328.5139465332031,136.01885986328125,172.3191680908203,48.84321594238281,252.11578369140625,200.0985870361328,103.24886322021484,32.705177307128906,64.8966293334961,196.09475708007812,61.56973648071289,58.64746856689453,488.8800048828125,91.09219360351562,38.29941177368164,10.579280853271484,51.51216125488281,14.895726203918457,117.45409393310547,28.814125061035156,115.86709594726562,91.3011474609375,59.05241394042969,160.09495544433594,49.94400405883789,49.99842834472656,68.18009185791016,16.21746063232422,44.58695983886719,46.7603874206543,52.534446716308594,46.13932418823242,109.94441986083984,48.4154167175293,408.4577331542969,104.25440979003906,95.38400268554688,72.28929138183594,278.8040466308594,154.3986358642578,116.69287872314453,29.402725219726562,45.520751953125,42.150917053222656,46.035037994384766,21.547006607055664,40.069984436035156,58.606266021728516,33.22055435180664,3271.1201171875
2020-08-31,125.51947784423828,77.74836730957031,65.62065887451172,85.46650695800781,82.19564819335938,90.81999969482422,214.97853088378906,172.54800415039062,257.61077880859375,132.09234619140625,30.744972229003906,95.1068344116211,171.82000732421875,22.630569458007812,34.679046630859375,1883.28955078125,50.81683349609375,42.48871994018555,128.9871826171875,128.94146728515625,615.6099853515625,70.07028198242188,38.77458572387695,51.9537467956543,31.5528621673584,320.3886413574219,269.8117980957031,36.09736633300781,52.81356430053711,50.674800872802734,196.2324981689453,179.00994873046875,129.7076873779297,129.82022094726562,65.95561218261719,186.2830047607422,59.57046890258789,35.26740646362305,719.0890502929688,41.135986328125,22.047584533691406,14.609691619873047,30.84552764892578,81.15364837646484,181.83534240722656,14.799715042114258,251.28439331054688,149.6923065185547,45.72748565673828,133.01754760742188,87.18522644042969,131.04689025878906,42.23658752441406,232.1901092529297,140.3048553466797,340.3657531738281,150.4327392578125,190.49227905273438,51.42224884033203,291.40362548828125,196.4761199951172,112.8785171508789,30.821840286254883,68.96481323242188,216.24392700195312,61.54294967651367,57.02025604248047,529.5599975585938,104.64997863769531,41.50395965576172,13.329809188842773,53.156463623046875,12.056645393371582,119.50183868408203,28.297449111938477,122.23841094970703,88.21792602539062,61.34346389770508,170.12289428710938,47.76044845581055,54.20969009399414,75.66314697265625,16.99525260925293,43.10444641113281,50.88520431518555,52.19253921508789,52.50367736816406,132.72064208984375,51.02290344238281,423.288330078125,113.2837142944336,166.10667419433594,72.61915588378906,287.8004150390625,172.26095581054688,134.59597778320312,29.05154800415039,43.329166412353516,43.46355056762695,49.97587203979492,21.537582397460938,43.17303466796875,58.97127914428711,32.15314483642578,3500.31005859375
2020-09-30,112.65043640136719,71.1076431274414,68.03470611572266,84.1732406616211,83.20321655273438,81.98999786376953,209.587890625,157.43649291992188,263.7494812011719,126.12913513183594,32.55978012084961,93.85237121582031,165.25999450683594,21.32743263244629,33.2171630859375,1686.35986328125,49.256385803222656,35.8311653137207,135.18682861328125,132.5111083984375,624.3400268554688,68.2049331665039,40.029273986816406,52.74391555786133,27.34748077392578,327.1528625488281,248.703857421875,33.677764892578125,49.65087890625,50.42033004760742,207.75244140625,186.85675048828125,122.04541015625,123.35442352294922,72.7038803100586,189.328857421875,64.96470642089844,27.955663681030273,692.0930786132812,40.88288116455078,21.360652923583984,14.63776969909668,30.36044692993164,72.98058319091797,178.3738250732422,11.052776336669922,246.11354064941406,148.84231567382812,46.472412109375,129.0897216796875,83.7740478515625,123.50144958496094,42.44093704223633,222.22889709472656,139.95501708984375,334.27813720703125,151.50148010253906,195.81845092773438,50.84939193725586,260.2953796386719,227.94210815429688,110.91203308105469,25.502334594726562,67.57637786865234,201.6697540283203,61.18803024291992,53.979496002197266,500.0299987792969,117.41673278808594,41.31603240966797,13.489320755004883,55.46033477783203,9.482353210449219,119.10649108886719,27.48124885559082,122.82160949707031,87.63880920410156,58.565757751464844,180.0209197998047,42.344825744628906,51.13484191894531,76.96198272705078,14.002975463867188,44.78963851928711,48.507816314697266,50.419803619384766,54.31956481933594,138.17132568359375,51.82377243041992,435.8843078613281,111.03123474121094,143.00332641601562,74.67044067382812,288.26513671875,176.2264404296875,137.07205200195312,28.949392318725586,35.691566467285156,43.6248893737793,47.86458206176758,20.966814041137695,43.50262451171875,58.94890594482422,27.63689422607422,3363.0
2020-10-31,105.89006805419922,70.02702331542969,74.86066436767578,87.8784408569336,78.43939971923828,75.29000091552734,199.1140899658203,151.8074951171875,244.6053924560547,117.50596618652344,31.246910095214844,85.77410888671875,144.38999938964844,20.98215675354004,30.90461540222168,1599.4334716796875,48.112220764160156,34.85317611694336,143.21665954589844,124.31371307373047,603.8200073242188,70.12792205810547,36.73517608642578,54.392982482910156,24.1263370513916,330.2007141113281,229.85215759277344,30.976987838745117,48.091548919677734,51.69265365600586,211.7644500732422,199.187744140625,119.2618179321289,121.28672790527344,75.61827087402344,173.93357849121094,65.5408935546875,26.90149688720703,665.7888793945312,41.99903869628906,23.827638626098633,16.22882652282715,36.159637451171875,80.4996109008789,167.78518676757812,11.0619478225708,236.36505126953125,149.14976501464844,39.741180419921875,118.88430786132812,86.10598754882812,110.89706420898438,41.31480407714844,205.62680053710938,123.35179901123047,305.3663024902344,144.9097137451172,190.02833557128906,47.01688003540039,261.4979248046875,257.9554138183594,110.75973510742188,25.641408920288086,61.27089309692383,194.1333465576172,64.55651092529297,53.46053695678711,475.739990234375,112.31002807617188,43.98692321777344,12.495856285095215,52.33635711669922,8.648741722106934,114.5433120727539,26.567699432373047,121.82414245605469,86.40200805664062,55.46527099609375,185.153564453125,38.11360549926758,48.27328872680664,77.89354705810547,13.445013046264648,47.45785140991211,47.983577728271484,53.401710510253906,48.63874816894531,133.60716247558594,47.307220458984375,467.0809020996094,106.38066101074219,129.34666442871094,77.24940490722656,282.1349792480469,158.61004638671875,129.2407989501953,31.45269203186035,31.81098175048828,42.23655700683594,46.71770477294922,19.129650115966797,43.141944885253906,59.82019805908203,26.26028060913086,3269.9599609375
2020-11-30,116.00184631347656,86.05670928955078,71.24504852294922,128.19261169433594,90.9317855834961,92.66000366210938,200.4580078125,158.40199279785156,248.05886840820312,140.6980743408203,35.88975143432617,111.48565673828125,210.7100067138672,24.930700302124023,35.838050842285156,1999.6119384765625,51.36360168457031,46.33906936645508,158.29981994628906,133.36268615722656,651.989990234375,76.12821960449219,43.692604064941406,53.19173812866211,33.348636627197266,361.7323913574219,243.24131774902344,37.12060546875,58.12311553955078,57.92218780517578,245.23843383789062,194.927001953125,145.58302307128906,113.25978088378906,76.83174133300781,210.46536254882812,64.26480865478516,36.832420349121094,637.5787963867188,45.561492919921875,24.75452995300293,21.891138076782227,49.6098518371582,87.43862915039062,204.65464782714844,15.217061042785645,245.84768676757812,185.25137329101562,43.70962905883789,126.31969451904297,103.53092193603516,116.517578125,44.70576858520508,239.29759216308594,138.4217529296875,320.5616455078125,142.81993103027344,195.1425018310547,50.84939193725586,275.2730407714844,257.80035400390625,120.6365966796875,34.2827033996582,65.49083709716797,205.7931365966797,65.19591522216797,50.040557861328125,490.70001220703125,125.98404693603516,49.457664489746094,13.36071491241455,53.83808135986328,14.92926025390625,123.94464874267578,30.5468692779541,123.39694213867188,87.14234924316406,59.15930938720703,181.42733764648438,50.25368881225586,64.19947052001953,88.21444702148438,18.709630966186523,49.94363784790039,63.07918930053711,54.30481719970703,62.691307067871094,158.22918701171875,59.143348693847656,459.044921875,129.0704345703125,189.1999969482422,89.36135864257812,310.9827880859375,183.5394744873047,141.5825958251953,34.892696380615234,45.09521484375,44.77120590209961,55.32785415649414,24.50341033935547,47.507450103759766,57.53946304321289,31.436613082885742,3621.6298828125
2020-12-31,129.29263305664062,88.1715087890625,69.88542938232422,139.45860290527344,97.66615295410156,91.70999908447266,195.70343017578125,162.84649658203125,243.1331024169922,136.8798370361328,39.464683532714844,113.66667938232422,214.05999755859375,27.001392364501953,41.972721099853516,2195.60546875,51.46632385253906,51.884273529052734,165.98728942871094,127.77108001708984,661.5499877929688,76.01265716552734,45.57109451293945,52.7336311340332,33.711116790771484,357.00421142578125,220.2135467529297,38.61337661743164,58.560394287109375,64.9250717163086,252.92767333984375,192.92367553710938,178.20912170410156,118.27752685546875,75.91962432861328,205.4256134033203,60.910400390625,39.18158721923828,652.5546264648438,41.79016876220703,25.447681427001953,24.35260581970215,52.67970657348633,86.99864959716797,235.3354034423828,17.381683349609375,236.6826629638672,193.22755432128906,45.03853988647461,137.40806579589844,111.60226440429688,113.64960479736328,47.51287078857422,246.83226013183594,160.46090698242188,311.7615661621094,147.11868286132812,192.5758056640625,52.032623291015625,271.48638916015625,275.59979248046875,122.07530975341797,36.46944808959961,67.16576385498047,213.8203125,68.349853515625,51.292930603027344,540.72998046875,132.5821533203125,49.37187957763672,13.019115447998047,60.33932113647461,16.4061336517334,128.35015869140625,29.350828170776367,123.63687896728516,87.30982208251953,65.59255981445312,188.36891174316406,58.01820755004883,64.01151275634766,96.27813720703125,19.764394760131836,51.26211929321289,66.17708587646484,54.71782302856445,65.3030776977539,155.58514404296875,63.59469985961914,460.0493469238281,130.92483520507812,235.22332763671875,100.85626220703125,325.408203125,187.26278686523438,139.37281799316406,37.9677848815918,47.4434928894043,43.540931701660156,56.76860046386719,27.038867950439453,44.98481750488281,57.3270378112793,33.984188079833984,3756.070068359375
2021-01-31,128.581298828125,85.31494903564453,67.90477752685547,153.77122497558594,95.22295379638672,85.63999938964844,198.23190307617188,160.30999755859375,237.38441467285156,139.64425659179688,40.6048583984375,109.6784896850586,194.19000244140625,26.413436889648438,42.897743225097656,1916.68798828125,50.96849060058594,49.212074279785156,167.62217712402344,127.82726287841797,607.5599975585938,69.7237319946289,43.30711364746094,49.16389465332031,33.74484634399414,333.9323425292969,223.2119903564453,38.77864456176758,61.84361267089844,72.53968048095703,271.494140625,206.55880737304688,165.41246032714844,122.04178619384766,77.94282531738281,194.17445373535156,59.65460968017578,40.28782272338867,676.1102294921875,39.902408599853516,25.04987144470215,25.185571670532227,52.0943603515625,91.16314697265625,241.9927520751953,16.21370506286621,241.31610107421875,177.4840850830078,50.182437896728516,142.42835998535156,113.82134246826172,111.34845733642578,41.71672058105469,229.8684539794922,197.64895629882812,282.6387939453125,153.4671630859375,186.5269317626953,49.33622360229492,256.7472229003906,278.93829345703125,122.68292236328125,38.05661392211914,63.281986236572266,222.99143981933594,71.64551544189453,51.04454803466797,532.3900146484375,125.1972427368164,45.23204803466797,12.954045295715332,56.581512451171875,19.012540817260742,118.1981201171875,28.936641693115234,114.61187744140625,90.4111328125,63.10480880737305,185.66897583007812,56.24299240112305,59.73272705078125,87.12549591064453,20.108434677124023,49.16756820678711,72.11347961425781,53.15028381347656,63.25934600830078,159.6746063232422,59.636905670166016,503.4290466308594,122.41010284423828,264.510009765625,112.39958953857422,309.5404968261719,177.59475708007812,128.2825927734375,34.91992950439453,47.326072692871094,41.01082992553711,53.237037658691406,26.77008819580078,43.8426513671875,55.02260971069336,36.96873474121094,3714.239990234375
2021-02-28,118.33182525634766,89.6939468383789,63.39817810058594,148.61904907226562,94.70764923095703,84.51000213623047,188.4406280517578,154.64649963378906,227.47116088867188,149.9509735107422,42.350730895996094,127.60289001464844,212.00999450683594,30.921092987060547,48.76261901855469,2295.40625,50.885528564453125,55.907772064208984,197.9122314453125,125.01004791259766,613.4199829101562,67.22080993652344,46.05912780761719,47.1280632019043,44.24650192260742,314.2463073730469,214.24632263183594,39.03090286254883,58.805362701416016,64.48112487792969,328.1996765136719,190.77853393554688,185.9402313232422,114.22499084472656,71.70791625976562,198.77935791015625,55.94106674194336,51.03965759277344,594.9545288085938,36.699317932128906,23.265766143798828,31.73700523376465,61.16697311401367,101.15080261230469,285.1047058105469,20.076305389404297,230.19569396972656,184.6387939453125,55.280181884765625,139.21372985839844,130.18641662597656,108.1706771850586,42.44447708129883,228.80999755859375,195.5349884033203,292.2663879394531,146.9366455078125,186.13954162597656,47.30723571777344,256.0415344238281,327.4955139160156,123.27137756347656,48.7215576171875,59.62808609008789,223.90969848632812,65.44002532958984,46.57387161254883,538.8499755859375,126.56925201416016,55.525978088378906,13.676802635192871,60.40166473388672,25.22051429748535,111.8108901977539,26.994089126586914,110.42823028564453,86.79293823242188,66.56706237792969,190.8241729736328,69.67687225341797,64.83767700195312,97.63700103759766,25.387636184692383,47.8311767578125,87.62564849853516,49.8090705871582,70.44247436523438,162.25164794921875,61.68527603149414,444.5425109863281,116.47794342041016,225.1666717529297,116.48786163330078,308.2785339355469,186.08511352539062,131.45181274414062,40.7467041015625,65.55535888671875,41.422813415527344,60.188663482666016,32.507972717285156,40.5440673828125,50.37935256958008,45.587066650390625,3811.14990234375
2021-03-31,119.2003402709961,90.09353637695312,71.74117279052734,138.48025512695312,102.8355941772461,78.5,208.43296813964844,154.70399475097656,251.69480895996094,158.7725372314453,42.11767578125,133.83409118652344,254.72000122070312,34.63783264160156,45.71438217163086,2296.717529296875,52.78755187988281,61.73786926269531,212.57139587402344,139.34718322753906,617.02001953125,70.4656753540039,47.27350616455078,53.32064437866211,45.063209533691406,334.63916015625,209.6645050048828,44.980796813964844,64.93363189697266,70.86322784423828,352.5826721191406,195.66421508789062,181.49436950683594,120.44115447998047,80.8735580444336,203.70669555664062,63.73789978027344,57.34056854248047,623.6314086914062,42.0513916015625,26.620210647583008,30.819805145263672,64.09207153320312,102.72850036621094,292.9618835449219,19.774702072143555,273.6996765136719,198.07037353515625,58.20881271362305,144.38833618164062,134.6624755859375,118.2393569946289,46.047569274902344,263.5382080078125,178.29006958007812,327.0019836425781,174.92584228515625,202.3931427001953,52.360076904296875,292.72540283203125,326.47479248046875,135.67881774902344,47.71359634399414,63.85456085205078,227.1761474609375,67.33697509765625,52.123077392578125,521.6599731445312,124.79439544677734,74.8932113647461,13.316154479980469,65.70121002197266,25.23847770690918,123.3991470336914,29.20262908935547,121.06608581542969,93.44071960449219,71.25074005126953,202.9514617919922,68.4100341796875,69.59310913085938,98.75770568847656,24.732704162597656,52.418643951416016,88.28524017333984,57.425865173339844,70.04972839355469,175.1918182373047,61.8348388671875,451.02532958984375,121.6430892944336,222.64332580566406,109.81497955322266,346.48333740234375,199.1407470703125,141.57955932617188,45.41707992553711,60.97380065917969,43.55762481689453,63.49503707885742,35.11436080932617,42.56538391113281,57.61604309082031,46.811214447021484,3972.889892578125
2021-04-30,128.28550720214844,93.95276641845703,75.13764190673828,159.38829040527344,113.486083984375,81.62000274658203,223.28208923339844,173.37100219726562,258.0824279785156,165.21774291992188,41.44002914428711,145.10366821289062,234.30999755859375,36.28511428833008,47.934539794921875,2431.020263671875,52.19387435913086,60.876895904541016,210.06964111328125,153.0527801513672,673.4500122070312,72.54341888427734,49.280582427978516,56.081607818603516,43.50637435913086,354.0132141113281,227.92247009277344,44.60239028930664,66.37620544433594,70.70732116699219,349.4823303222656,220.75254821777344,182.9697723388672,131.960205078125,84.35884094238281,213.27012634277344,65.9618911743164,58.5443229675293,661.411376953125,46.20283889770508,27.350528717041016,35.37214660644531,64.04327392578125,119.68694305419922,312.1790466308594,18.023910522460938,290.2157287597656,203.5178680419922,52.32426834106445,142.96511840820312,136.86154174804688,113.36689758300781,47.15704345703125,268.90045166015625,174.4249725341797,336.7898864746094,181.04144287109375,213.17466735839844,54.39973831176758,323.0882263183594,343.293212890625,138.81939697265625,49.64032745361328,61.70920944213867,242.98794555664062,69.0290756225586,53.973812103271484,513.469970703125,124.54085540771484,76.7499008178711,14.973407745361328,71.27033233642578,24.043867111206055,125.7633056640625,31.153228759765625,120.03235626220703,102.72307586669922,76.2770004272461,231.2442626953125,67.88147735595703,74.969970703125,103.47551727294922,24.60535430908203,55.80023193359375,95.53132629394531,59.58723449707031,75.37862396240234,183.32028198242188,66.36846923828125,464.71282958984375,128.28399658203125,236.47999572753906,108.38516998291016,371.37518310546875,200.65859985351562,169.78878784179688,48.734474182128906,62.98357009887695,43.75368118286133,66.50890350341797,40.48891067504883,43.843936920166016,61.7655029296875,47.993446350097656,4181.169921875
2021-05-31,121.80746459960938,95.3852310180664,73.45915222167969,158.35520935058594,122.26603698730469,80.08000183105469,223.88677978515625,161.15350341796875,268.0844421386719,178.07373046875,42.90523910522461,151.51907348632812,247.02000427246094,37.950313568115234,48.82393264770508,2327.976318359375,54.9532356262207,67.26024627685547,222.013916015625,153.40895080566406,694.530029296875,75.3121337890625,50.324989318847656,55.01729202270508,47.788734436035156,359.89300537109375,235.62147521972656,46.34583282470703,75.09893035888672,77.84575653076172,340.2940368652344,222.66497802734375,175.72061157226562,129.60848999023438,84.77326202392578,204.66781616210938,66.47135925292969,63.870849609375,678.7816162109375,44.889976501464844,27.70623016357422,40.071556091308594,68.6317367553711,119.75846862792969,334.42120361328125,20.68695068359375,285.9477233886719,211.5933074951172,52.271331787109375,149.62088012695312,146.14222717285156,111.07951354980469,48.30146408081055,282.78570556640625,191.46250915527344,340.52685546875,179.73147583007812,212.36358642578125,56.8330078125,326.7159423828125,354.07452392578125,144.02606201171875,55.65085220336914,62.86058044433594,241.1346435546875,65.20848846435547,63.54745101928711,502.80999755859375,128.40550231933594,95.67147064208984,16.2054386138916,74.04441833496094,24.612733840942383,129.0609588623047,31.52530860900879,121.3188705444336,103.87786102294922,77.42515563964844,232.3298797607422,71.41372680664062,80.37760162353516,103.3337173461914,28.498554229736328,54.449554443359375,100.82818603515625,58.68629455566406,72.06029510498047,201.36141967773438,63.362937927246094,463.99139404296875,137.3326873779297,208.4066619873047,108.9608154296875,383.5928955078125,204.01902770996094,179.590087890625,49.9087028503418,69.33335876464844,42.769432067871094,66.82411193847656,42.08144760131836,44.68307876586914,61.40166473388672,49.65387725830078,4204.10986328125
2021-06-30,133.8797149658203,94.91336059570312,72.25474548339844,160.02105712890625,117.4324722290039,93.93000030517578,237.8859405517578,172.00799560546875,258.71282958984375,180.93421936035156,43.65397644042969,156.3448028564453,239.55999755859375,37.067195892333984,47.98066329956055,2156.982666015625,55.87303161621094,60.45817947387695,200.41848754882812,158.9984893798828,721.4500122070312,73.12772369384766,50.04415512084961,51.80781173706055,52.21266174316406,376.44775390625,241.7272491455078,46.433441162109375,72.49251556396484,71.23823547363281,333.24456787109375,233.470458984375,172.88784790039062,129.59461975097656,83.50445556640625,196.4384307861328,61.72093963623047,66.33538818359375,739.4806518554688,42.51881408691406,27.208843231201172,34.80935287475586,65.75291442871094,124.46426391601562,341.1722106933594,21.347126007080078,287.4291687011719,201.00038146972656,51.3745231628418,145.6339569091797,138.40086364746094,114.75870513916016,47.62679672241211,272.9244079589844,220.00839233398438,337.0965576171875,178.93814086914062,209.73048400878906,56.137752532958984,345.57958984375,342.5463562011719,140.8978729248047,54.40816879272461,68.09012603759766,261.6283874511719,65.60689544677734,55.223411560058594,528.2100219726562,145.3712921142578,89.88697814941406,19.958980560302734,73.19807434082031,29.65731430053711,130.20591735839844,31.875322341918945,121.39080047607422,105.89643859863281,80.54299926757812,248.99041748046875,72.77045440673828,77.29694366455078,101.45541381835938,29.233734130859375,51.54479217529297,102.38973236083984,57.38254928588867,69.16898345947266,214.51219177246094,63.25034713745117,498.8298645019531,140.61431884765625,226.56666564941406,111.98838806152344,374.2681579589844,199.661376953125,174.04168701171875,47.124141693115234,67.33269500732422,42.42116165161133,74.26886749267578,40.79341506958008,44.36532974243164,57.44864273071289,53.66055679321289,4297.5
2021-07-31,142.5795135498047,99.08987426757812,75.27001190185547,195.71847534179688,117.08135986328125,106.19000244140625,249.03439331054688,166.37950134277344,261.7254943847656,197.52859497070312,44.43762969970703,161.7808074951172,226.47999572753906,34.486961364746094,51.7556037902832,2147.2919921875,57.170257568359375,58.2149658203125,191.4207000732422,157.36044311523438,744.0499877929688,71.8497543334961,51.85462188720703,54.18423080444336,48.43056106567383,409.6098937988281,239.4115753173828,48.84800720214844,71.98759460449219,69.3465576171875,341.63458251953125,258.813232421875,173.13372802734375,132.7815399169922,88.90957641601562,210.61074829101562,63.485137939453125,58.97021484375,755.889892578125,43.89204025268555,28.737842559814453,35.81314468383789,63.26154327392578,134.3019256591797,336.9921875,19.094228744506836,295.8116760253906,214.23236083984375,49.15995407104492,152.22874450683594,135.83346557617188,116.42288208007812,50.196937561035156,290.19097900390625,233.4090118408203,331.1449279785156,178.49761962890625,220.371826171875,56.8749885559082,354.116943359375,353.7337951660156,140.40841674804688,49.72557830810547,67.30216217041016,275.1589050292969,69.74312591552734,54.73548889160156,517.5700073242188,157.62277221679688,97.46736145019531,19.456573486328125,82.2457504272461,24.753938674926758,137.9214630126953,35.161949157714844,128.7631378173828,113.435791015625,81.33942413330078,258.75335693359375,62.264434814453125,78.78292846679688,110.18452453613281,26.329538345336914,54.40696716308594,100.35908508300781,57.055511474609375,66.41226196289062,231.6472625732422,64.55441284179688,533.9725952148438,139.82791137695312,229.06666564941406,108.70774841308594,385.2781982421875,198.59922790527344,160.14141845703125,45.9412841796875,57.75192642211914,42.70631408691406,77.62931060791016,41.37888717651367,44.8466682434082,59.51533889770508,48.97333908081055,4395.259765625
2021-08-31,148.63766479492188,102.90691375732422,77.14756774902344,224.88059997558594,122.51146697998047,110.72000122070312,257.28558349609375,173.5395050048828,242.37240600585938,199.0458526611328,45.5188102722168,157.4453125,219.5,37.53468322753906,43.57326126098633,2266.976318359375,56.319488525390625,61.90828323364258,195.23521423339844,158.66436767578125,816.6599731445312,70.44890594482422,53.48525619506836,56.625572204589844,47.97269058227539,434.1738586425781,262.5086364746094,52.068084716796875,75.51004791259766,68.39483642578125,357.16729736328125,282.0158996582031,178.32716369628906,141.179443359375,89.35037994384766,214.93112182617188,65.5804443359375,54.64821243286133,779.8377075195312,47.58759307861328,30.342151641845703,34.20577621459961,64.36679077148438,144.4733428955078,373.52423095703125,18.489177703857422,293.9999694824219,213.3569793701172,49.792564392089844,153.9603729248047,143.1450958251953,118.2157211303711,49.56320571899414,296.98809814453125,248.3855743408203,322.8879089355469,188.87266540527344,216.78704833984375,55.805091857910156,377.05560302734375,371.8037109375,139.19296264648438,53.90816879272461,66.79434967041016,292.1062316894531,75.53950500488281,50.527076721191406,569.1900024414062,155.2720947265625,110.15442657470703,22.340232849121094,84.1240005493164,24.365087509155273,137.4293212890625,37.83954620361328,128.907958984375,119.30074310302734,83.70427703857422,267.9696350097656,61.0449104309082,77.25957489013672,107.02317810058594,25.721752166748047,56.55939865112305,106.64936828613281,57.802276611328125,71.29024505615234,219.9141387939453,68.4718017578125,548.7455444335938,133.03167724609375,245.24000549316406,110.9166030883789,389.0634765625,197.81207275390625,164.5799102783203,47.471553802490234,58.00651931762695,42.10912322998047,78.79330444335938,41.34187316894531,46.76417922973633,59.95134735107422,47.08076095581055,4522.68017578125
2021-09-30,138.5248565673828,91.90734100341797,69.92117309570312,208.34805297851562,115.29373168945312,102.9000015258789,234.81076049804688,164.2519989013672,231.6570281982422,192.16188049316406,44.71996307373047,158.93475341796875,219.94000244140625,38.35957717895508,37.5606803894043,2340.121337890625,50.24796676635742,60.418907165527344,177.736572265625,142.2453155517578,727.5599975585938,68.3069839477539,49.29846954345703,52.74045944213867,58.54689025878906,428.3212890625,268.3966979980469,48.018733978271484,74.17273712158203,62.82307434082031,317.5201110839844,265.0428466796875,166.39605712890625,125.35801696777344,83.3145751953125,199.3895721435547,63.094547271728516,64.96758270263672,730.5391235351562,42.72601318359375,29.92125129699707,30.577465057373047,62.9624137878418,132.35972595214844,341.47509765625,20.006807327270508,297.3791198730469,195.29736328125,49.07413864135742,143.6180877685547,146.4921875,114.53204345703125,46.53184509277344,277.9033203125,222.19007873535156,309.6960754394531,187.9185333251953,220.1192626953125,52.621482849121094,337.3105773925781,333.2140808105469,125.38375091552734,56.2183952331543,66.35055541992188,272.7924499511719,70.61984252929688,47.76270294189453,610.3400268554688,136.8833770751953,92.65030670166016,20.674571990966797,82.2363510131836,28.065736770629883,133.08033752441406,35.326210021972656,126.563232421875,111.6512222290039,77.98323059082031,247.5591278076172,60.13468551635742,78.35336303710938,100.48281860351562,27.189470291137695,53.32398223876953,104.25775909423828,55.711570739746094,70.67135620117188,203.69973754882812,62.12556457519531,565.2052612304688,124.04119110107422,258.49334716796875,104.48450469970703,366.4839782714844,178.80987548828125,153.1973419189453,49.544464111328125,61.73308563232422,41.351158142089844,74.17534637451172,41.98415756225586,44.010746002197266,54.87590026855469,50.79402542114258,4307.5400390625
2021-10-31,146.65032958984375,98.88554382324219,72.96160888671875,238.3200225830078,111.99730682373047,120.2300033569336,249.46160888671875,168.6215057373047,271.18463134765625,206.68426513671875,49.03029251098633,165.27394104003906,207.02999877929688,43.175987243652344,38.487064361572266,2386.3642578125,49.594078063964844,59.9722785949707,189.9267578125,147.973876953125,674.8900146484375,69.27516174316406,45.53249740600586,53.287906646728516,64.73896789550781,469.2948913574219,296.5703125,49.710899353027344,78.48950958251953,64.31073760986328,324.380859375,271.4242248535156,166.29769897460938,136.9522247314453,87.0880126953125,212.3878173828125,65.53697204589844,75.17716979980469,773.9389038085938,44.32216262817383,32.923274993896484,35.53034210205078,64.08683013916016,147.26272583007812,373.37969970703125,23.125347137451172,336.7686462402344,201.13015747070312,45.131996154785156,144.84532165527344,152.95692443847656,111.98092651367188,49.990474700927734,302.36126708984375,244.9908905029297,298.22711181640625,217.38247680664062,224.1727294921875,54.936912536621094,321.5874938964844,383.10650634765625,127.71391296386719,59.96566390991211,77.78150939941406,320.8833312988281,76.74469757080078,47.498809814453125,690.3099975585938,157.675537109375,105.0300064086914,25.5158634185791,90.86650848388672,31.81353187561035,142.98106384277344,35.925804138183594,130.253662109375,129.0358123779297,77.77754974365234,276.78961181640625,64.21349334716797,80.99675750732422,96.62055206298828,29.592853546142578,53.62515640258789,117.581787109375,56.209228515625,69.2309341430664,231.16893005371094,61.664161682128906,626.2833251953125,111.68172454833984,371.3333435058594,106.40293884277344,431.8853454589844,220.21688842773438,179.58834838867188,50.31964111328125,67.64656829833984,41.05204391479492,72.37496185302734,46.28118896484375,47.18098068237305,56.71094512939453,55.6730842590332,4605.3798828125
